1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.943567	1.000000	0.001540	3.5
1	-0.945048	1.000000	0.001420	0.9
2	-0.946401	1.000000	0.001287	1.1
3	-0.947626	1.000000	0.001161	1.0
4	-0.948723	1.000000	0.001034	1.1
5	-0.949713	1.000000	0.000939	1.0
6	-0.950581	1.000000	0.000834	1.4
7	-0.951360	1.000000	0.000737	1.5
8	-0.952057	1.000000	0.000665	1.3
9	-0.952704	1.000000	0.000630	1.3
10	-0.953322	1.000000	0.000604	1.1
11	-0.953917	1.000000	0.000580	1.3
12	-0.954490	1.000000	0.000573	1.1
13	-0.955039	1.000000	0.000548	1.1
14	-0.955583	1.000000	0.000537	1.0
15	-0.956133	1.000000	0.000551	1.0
16	-0.956675	1.000000	0.000535	0.9
17	-0.957211	1.000000	0.000531	1.0
18	-0.957730	1.000000	0.000510	0.9
19	-0.958224	1.000000	0.000505	1.0
20	-0.958729	1.000000	0.000503	1.3
21	-0.959220	1.000000	0.000480	1.0
22	-0.959691	1.000000	0.000462	1.1
23	-0.960136	1.000000	0.000452	1.0
24	-0.960568	1.000000	0.000438	1.3
25	-0.960996	1.000000	0.000419	1.2
26	-0.961395	1.000000	0.000407	1.2
27	-0.961795	1.000000	0.000393	0.9
28	-0.962178	1.000000	0.000375	1.0
29	-0.962545	1.000000	0.000360	0.9
30	-0.962872	1.000000	0.000345	0.9
31	-0.963196	1.000000	0.000328	1.0
32	-0.963518	1.000000	0.000316	0.9
33	-0.963824	1.000000	0.000298	1.0
34	-0.964115	1.000000	0.000286	1.1
35	-0.964395	1.000000	0.000274	1.4
36	-0.964665	1.000000	0.000264	1.2
37	-0.964923	1.000000	0.000253	1.0
38	-0.965158	1.000000	0.000242	1.0
39	-0.965384	1.000000	0.000232	1.0
40	-0.965610	1.000000	0.000221	1.3
41	-0.965816	1.000000	0.000213	1.0
42	-0.966016	1.000000	0.000207	1.0
43	-0.966219	1.000000	0.000200	0.9
44	-0.966414	1.000000	0.000192	0.9
45	-0.966590	1.000000	0.000182	1.0
46	-0.966768	1.000000	0.000176	0.9
47	-0.966930	1.000000	0.000170	1.0
48	-0.967096	1.000000	0.000162	0.9
49	-0.967254	1.000000	0.000156	1.3
50	-0.967407	1.000000	0.000151	1.3
51	-0.967545	1.000000	0.000146	1.1
52	-0.967679	1.000000	0.000143	1.1
53	-0.967820	1.000000	0.000140	1.4
54	-0.967947	1.000000	0.000137	1.1
55	-0.968083	1.000000	0.000133	1.2
56	-0.968213	1.000000	0.000128	0.9
57	-0.968338	1.000000	0.000124	1.0
58	-0.968459	1.000000	0.000119	1.2
59	-0.968577	1.000000	0.000119	0.9
60	-0.968689	1.000000	0.000121	0.9
61	-0.968795	1.000000	0.000122	0.9
62	-0.968901	1.000000	0.000126	1.0
63	-0.968987	1.000000	0.000127	1.0
64	-0.969086	1.000000	0.000120	1.3
65	-0.969166	1.000000	0.000118	1.1
66	-0.969263	1.000000	0.000120	0.9
67	-0.969354	1.000000	0.000128	0.9
68	-0.969437	1.000000	0.000135	0.9
69	-0.969520	1.000000	0.000136	1.1
70	-0.969605	1.000000	0.000136	1.4
71	-0.969691	1.000000	0.000135	1.1
72	-0.969779	1.000000	0.000134	1.1
73	-0.969867	1.000000	0.000134	0.9
74	-0.969949	1.000000	0.000138	0.9
75	-0.970042	1.000000	0.000138	0.9
76	-0.970140	1.000000	0.000142	1.0
77	-0.970231	1.000000	0.000147	1.0
78	-0.970329	1.000000	0.000147	1.0
79	-0.970428	1.000000	0.000149	1.1
80	-0.970538	1.000000	0.000144	1.0
81	-0.970650	1.000000	0.000143	0.9
82	-0.970777	1.000000	0.000141	1.0
83	-0.970898	1.000000	0.000143	1.2
84	-0.971023	1.000000	0.000143	1.3
85	-0.971148	1.000000	0.000141	1.2
86	-0.971278	1.000000	0.000144	1.1
87	-0.971407	1.000000	0.000139	0.9
88	-0.971541	1.000000	0.000135	0.9
89	-0.971656	1.000000	0.000138	1.0
90	-0.971790	1.000000	0.000135	0.9
91	-0.971900	1.000000	0.000130	0.9
92	-0.972025	1.000000	0.000131	0.9
93	-0.972130	1.000000	0.000126	0.9
94	-0.972246	1.000000	0.000125	1.2
95	-0.972345	1.000000	0.000133	1.0
96	-0.972438	1.000000	0.000134	0.9
97	-0.972528	1.000000	0.000129	0.9
98	-0.972615	1.000000	0.000133	1.0
99	-0.972688	1.000000	0.000139	1.0
100	-0.972765	1.000000	0.000139	1.1
101	-0.972828	1.000000	0.000142	0.9
102	-0.972905	0.500000	0.000142	1.0
103	-0.972953	0.500000	0.000094	0.9
104	-0.973000	0.500000	0.000094	0.9
105	-0.973046	0.500000	0.000092	0.9
106	-0.973091	0.500000	0.000089	1.0
107	-0.973135	0.500000	0.000089	1.1
108	-0.973178	0.500000	0.000087	0.9
109	-0.973222	0.500000	0.000086	1.0
110	-0.973255	0.500000	0.000084	1.0
111	-0.973297	0.500000	0.000082	1.2
112	-0.973328	0.500000	0.000082	1.0
113	-0.973369	0.500000	0.000080	0.9
114	-0.973408	0.500000	0.000078	0.8
115	-0.973447	0.500000	0.000078	0.9
116	-0.973485	0.500000	0.000076	0.8
117	-0.973522	0.500000	0.000075	0.9
118	-0.973568	0.500000	0.000075	0.9
119	-0.973604	0.500000	0.000073	1.0
120	-0.973641	0.500000	0.000073	1.1
121	-0.973676	0.500000	0.000072	0.9
122	-0.973712	0.500000	0.000071	0.9
123	-0.973747	0.500000	0.000070	1.1
124	-0.973781	0.500000	0.000068	0.9
125	-0.973815	0.500000	0.000068	1.2
126	-0.973848	0.500000	0.000068	1.1
127	-0.973881	0.500000	0.000068	1.1
128	-0.973914	0.500000	0.000068	1.0
129	-0.973945	0.500000	0.000068	0.9
130	-0.973974	0.500000	0.000072	0.9
131	-0.974000	0.500000	0.000077	0.9
132	-0.974024	0.500000	0.000078	0.9
133	-0.974049	0.500000	0.000078	0.9
134	-0.974072	0.500000	0.000080	0.9
135	-0.974087	0.500000	0.000080	0.9
136	-0.974110	0.500000	0.000081	1.0
137	-0.974131	0.500000	0.000077	1.0
138	-0.974146	0.500000	0.000073	0.9
139	-0.974170	0.500000	0.000072	0.9
140	-0.974195	0.500000	0.000072	1.0
141	-0.974216	0.500000	0.000077	1.1
142	-0.974237	0.500000	0.000075	1.2
143	-0.974250	0.500000	0.000072	1.2
144	-0.974272	0.500000	0.000073	1.0
145	-0.974293	0.500000	0.000072	0.9
146	-0.974315	0.500000	0.000069	0.9
147	-0.974344	0.500000	0.000068	0.9
148	-0.974359	0.500000	0.000068	0.9
149	-0.974387	0.500000	0.000070	0.9
150	-0.974407	0.500000	0.000072	0.9
151	-0.974427	0.500000	0.000070	0.9
152	-0.974447	0.500000	0.000068	0.9
153	-0.974468	0.500000	0.000068	0.9
154	-0.974488	0.500000	0.000067	1.0
155	-0.974508	0.500000	0.000071	0.9
156	-0.974527	0.500000	0.000073	0.9
157	-0.974546	0.500000	0.000074	1.1
158	-0.974563	0.250000	0.000076	1.2
159	-0.974577	0.250000	0.000052	1.1
160	-0.974590	0.250000	0.000051	1.0
161	-0.974602	0.250000	0.000050	0.9
162	-0.974615	0.250000	0.000049	0.9
163	-0.974627	0.250000	0.000048	0.9
164	-0.974639	0.250000	0.000048	1.0
165	-0.974650	0.250000	0.000049	0.9
166	-0.974662	0.250000	0.000049	0.9
167	-0.974674	0.250000	0.000048	0.9
168	-0.974686	0.250000	0.000048	1.0
169	-0.974698	0.250000	0.000048	1.1
170	-0.974709	0.250000	0.000047	0.9
171	-0.974713	0.250000	0.000048	1.0
172	-0.974725	0.250000	0.000048	1.0
173	-0.974737	0.250000	0.000048	1.3
174	-0.974748	0.250000	0.000047	1.0
175	-0.974760	0.250000	0.000046	1.0
176	-0.974771	0.250000	0.000046	0.9
177	-0.974774	0.250000	0.000046	1.0
178	-0.974786	0.250000	0.000046	1.0
179	-0.974797	0.250000	0.000047	1.0
180	-0.974809	0.250000	0.000047	1.0
181	-0.974820	0.250000	0.000046	0.9
182	-0.974831	0.250000	0.000046	0.8
183	-0.974842	0.250000	0.000046	1.0
184	-0.974854	0.250000	0.000045	1.0
185	-0.974865	0.250000	0.000045	1.0
186	-0.974876	0.250000	0.000046	1.0
187	-0.974887	0.250000	0.000046	1.0
188	-0.974899	0.250000	0.000047	1.0
189	-0.974902	0.250000	0.000047	1.2
190	-0.974914	0.250000	0.000047	1.2
191	-0.974925	0.250000	0.000046	1.0
192	-0.974936	0.250000	0.000046	0.9
193	-0.974948	0.250000	0.000046	0.9
194	-0.974959	0.250000	0.000046	0.9
195	-0.974970	0.250000	0.000045	0.9
196	-0.974981	0.250000	0.000044	0.9
197	-0.974992	0.250000	0.000044	1.0
198	-0.975002	0.250000	0.000043	1.0
199	-0.975013	0.250000	0.000043	1.1
200	-0.975023	0.250000	0.000042	0.9
201	-0.975034	0.250000	0.000042	0.8
202	-0.975044	0.250000	0.000042	1.1
203	-0.975054	0.250000	0.000042	0.9
204	-0.975064	0.250000	0.000041	1.1
205	-0.975074	0.250000	0.000042	1.2
206	-0.975085	0.250000	0.000042	1.1
207	-0.975087	0.250000	0.000042	1.0
208	-0.975097	0.250000	0.000043	0.9
209	-0.975108	0.250000	0.000043	0.9
210	-0.975110	0.250000	0.000043	0.9
211	-0.975121	0.250000	0.000043	1.0
212	-0.975132	0.250000	0.000043	1.0
213	-0.975142	0.250000	0.000043	0.9
214	-0.975153	0.250000	0.000044	0.9
215	-0.975163	0.250000	0.000045	0.9
216	-0.975174	0.250000	0.000046	1.0
217	-0.975185	0.250000	0.000044	0.9
218	-0.975195	0.250000	0.000043	0.9
219	-0.975205	0.250000	0.000043	0.9
220	-0.975207	0.250000	0.000042	1.2
221	-0.975217	0.250000	0.000042	1.2
222	-0.975227	0.250000	0.000042	1.0
223	-0.975238	0.250000	0.000042	0.8
224	-0.975248	0.250000	0.000042	1.0
225	-0.975258	0.250000	0.000041	0.9
226	-0.975260	0.250000	0.000040	0.9
227	-0.975270	0.250000	0.000040	0.9
228	-0.975279	0.250000	0.000040	0.9
229	-0.975281	0.250000	0.000040	0.9
230	-0.975291	0.250000	0.000040	0.9
231	-0.975301	0.250000	0.000040	0.9
232	-0.975311	0.250000	0.000041	0.9
233	-0.975320	0.250000	0.000044	0.9
234	-0.975329	0.250000	0.000043	0.9
235	-0.975339	0.250000	0.000040	0.9
236	-0.975349	0.250000	0.000041	1.6
237	-0.975359	0.250000	0.000041	1.2
238	-0.975369	0.250000	0.000041	0.9
239	-0.975379	0.250000	0.000041	0.8
240	-0.975388	0.250000	0.000043	0.9
241	-0.975397	0.250000	0.000042	0.8
242	-0.975407	0.250000	0.000041	0.9
243	-0.975417	0.250000	0.000042	0.9
244	-0.975426	0.250000	0.000042	0.9
245	-0.975428	0.250000	0.000041	0.9
246	-0.975438	0.250000	0.000041	1.0
247	-0.975447	0.250000	0.000040	0.9
248	-0.975457	0.250000	0.000040	1.0
249	-0.975466	0.250000	0.000040	0.9
250	-0.975475	0.250000	0.000038	0.9
251	-0.975484	0.250000	0.000037	1.3
252	-0.975493	0.250000	0.000039	1.2
253	-0.975502	0.250000	0.000039	1.2
254	-0.975511	0.250000	0.000038	1.1
255	-0.975520	0.250000	0.000039	0.9
256	-0.975529	0.250000	0.000038	0.9
257	-0.975529	0.250000	0.000038	0.9
258	-0.975539	0.250000	0.000040	0.9
259	-0.975555	0.250000	0.000041	0.9
260	-0.975556	0.250000	0.000040	0.9
261	-0.975558	0.250000	0.000041	0.9
262	-0.975575	0.250000	0.000042	1.0
263	-0.975576	0.250000	0.000041	0.9
264	-0.975585	0.250000	0.000041	0.9
265	-0.975595	0.250000	0.000041	1.0
266	-0.975604	0.250000	0.000040	1.0
267	-0.975620	0.250000	0.000041	1.4
268	-0.975630	0.250000	0.000040	1.0
269	-0.975638	0.250000	0.000042	1.1
270	-0.975647	0.250000	0.000041	0.9
271	-0.975656	0.250000	0.000041	0.9
272	-0.975665	0.250000	0.000040	1.0
273	-0.975673	0.250000	0.000040	0.9
274	-0.975681	0.250000	0.000041	0.9
275	-0.975689	0.250000	0.000041	0.9
276	-0.975697	0.250000	0.000043	0.9
277	-0.975704	0.250000	0.000041	0.9
278	-0.975712	0.250000	0.000039	0.9
279	-0.975721	0.250000	0.000039	0.9
280	-0.975728	0.250000	0.000040	0.9
281	-0.975737	0.250000	0.000040	1.0
282	-0.975745	0.250000	0.000039	1.0
283	-0.975753	0.250000	0.000040	1.2
284	-0.975762	0.250000	0.000040	1.1
285	-0.975771	0.250000	0.000041	1.0
286	-0.975780	0.250000	0.000043	1.0
287	-0.975789	0.250000	0.000042	0.9
288	-0.975798	0.250000	0.000043	0.8
289	-0.975807	0.250000	0.000043	0.9
290	-0.975816	0.250000	0.000043	0.9
291	-0.975825	0.250000	0.000041	0.9
292	-0.975832	0.250000	0.000041	0.9
293	-0.975840	0.250000	0.000041	1.0
294	-0.975847	0.250000	0.000037	0.9
295	-0.975856	0.250000	0.000036	1.0
296	-0.975860	0.250000	0.000036	1.0
297	-0.975868	0.250000	0.000036	0.9
298	-0.975877	0.250000	0.000037	0.9
299	-0.975885	0.250000	0.000035	1.2
300	-0.975885	0.250000	0.000036	1.2
301	-0.975901	0.250000	0.000035	1.1
302	-0.975901	0.250000	0.000035	0.9
303	-0.975900	0.250000	0.000036	0.9
304	-0.975907	0.250000	0.000035	0.9
305	-0.975915	0.250000	0.000034	0.9
306	-0.975922	0.250000	0.000036	0.9
307	-0.975929	0.250000	0.000035	0.9
308	-0.975936	0.250000	0.000034	0.9
309	-0.975944	0.250000	0.000033	1.0
310	-0.975951	0.250000	0.000033	0.9
311	-0.975958	0.250000	0.000033	0.9
312	-0.975965	0.250000	0.000035	0.9
313	-0.975972	0.250000	0.000036	1.0
314	-0.975980	0.250000	0.000036	0.9
315	-0.975987	0.250000	0.000036	1.1
316	-0.975994	0.250000	0.000038	1.1
317	-0.976001	0.250000	0.000038	1.3
318	-0.976008	0.250000	0.000038	0.8
319	-0.976015	0.250000	0.000039	0.9
320	-0.976021	0.250000	0.000039	0.9
321	-0.976028	0.250000	0.000038	0.9
322	-0.976035	0.250000	0.000039	0.9
323	-0.976042	0.250000	0.000038	0.9
324	-0.976049	0.250000	0.000039	0.9
325	-0.976047	0.250000	0.000039	0.9
